uniqser,Date,RansomWare,Malware,DoS,Hacking,Impersonation,Phishing,UnauthorisedAccess,UnauthorisedAccessExternal,Other,UnauthorisedAccessTudents,MiTM,AccountTakeOver
1872,2017-01-01 00:00:00,,,,,,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
1873,2017-01-01 00:00:00,,,,,,,,,,,,
1874,2017-01-01 00:00:00,,,,,,,,,,,,
1875,2017-01-01 00:00:00,,,,,,,,,,,,
1876,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1877,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1878,2017-01-01 00:00:00,,,,,,,,,,,,
1879,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1880,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1881,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,,Phishing attacks,,,,,,
1882,2017-01-01 00:00:00,,,,,,,,,,,,
1883,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1884,2017-01-01 00:00:00,,,,,,,,,,,,
1885,2017-01-01 00:00:00,,,,,,,,,,,,
1886,2017-01-01 00:00:00,,,,,,,,,,,,
1887,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1888,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1889,2017-01-01 00:00:00,,,,,,,,,,,,
1890,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
1891,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1892,2017-01-01 00:00:00,,,,,,,,,,,,
1893,2017-01-01 00:00:00,,,,,,,,,,,,
1894,2017-01-01 00:00:00,,,,,,,,,,,,
1895,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1896,2017-01-01 00:00:00,,,,,,,,,,,,
1897,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1898,2017-01-01 00:00:00,,,,,,,,,,,,
1899,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1900,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
1901,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1902,2017-01-01 00:00:00,,,,,,,,,,,,
1903,2017-01-01 00:00:00,,,,,,,,,,,,
1904,2017-01-01 00:00:00,,,,,,,,,,,,
1905,2017-01-01 00:00:00,,,,,,,,,,,,
1906,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1907,2017-01-01 00:00:00,,,,,,,,,,,,
1908,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1909,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1910,2017-01-01 00:00:00,,,,,,,,,,,,
1911,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,,,,,,
1912,2017-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1913,2017-01-01 00:00:00,,,,,,,,Unauthorised accessing of files or network by people outside your organisation,,,,
1914,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1915,2017-01-01 00:00:00,,,,,,,,,,,,
1916,2017-01-01 00:00:00,,,,,,,,,,,,
1917,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1918,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1919,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
1920,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1921,2017-01-01 00:00:00,,,Denial of service attacks,,,Phishing attacks,,,,,,
1922,2017-01-01 00:00:00,,,,,,,,,,,,
1923,2017-01-01 00:00:00,,,,,,,,,,,,
1924,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1925,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1926,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
1927,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1928,2017-01-01 00:00:00,,,,,,,,,,,,
1929,2017-01-01 00:00:00,,,,,,,,,,,,
1930,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1931,2017-01-01 00:00:00,,,,,,,,,,,,
1932,2017-01-01 00:00:00,,,,,,,,,,,,
1933,2017-01-01 00:00:00,,,,,,,,,,,,
1934,2017-01-01 00:00:00,,,,,,,,,,,,
1935,2017-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,,,,,,,
1936,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1937,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
1938,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1939,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
1940,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1941,2017-01-01 00:00:00,,,,,,,,,,,,
1942,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1943,2017-01-01 00:00:00,,,,,,,,,,,,
1944,2017-01-01 00:00:00,,,,,,,,,,,,
1945,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1946,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
1947,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
1948,2017-01-01 00:00:00,,,,,,,,,,,,
1949,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,,,,,,,
1950,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1951,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1952,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1953,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1954,2017-01-01 00:00:00,,,,,,,,,,,,
1955,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1956,2017-01-01 00:00:00,,,,,,,,,,,,
1957,2017-01-01 00:00:00,,,,,,,,,,,,
1958,2017-01-01 00:00:00,,,,,,,,,,,,
1959,2017-01-01 00:00:00,,,,,,,,,,,,
1960,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1961,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
1962,2017-01-01 00:00:00,,,,,,,,,,,,
1963,2017-01-01 00:00:00,Computers becoming infected with ransomware,,Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1964,2017-01-01 00:00:00,,,,,,,,,,,,
1965,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1966,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1967,2017-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1968,2017-01-01 00:00:00,,,,,,,,,,,,
1969,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1970,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1971,2017-01-01 00:00:00,,,,,,,,,,,,
1972,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",Unauthorised accessing of files or network by people outside your organisation,,,,
1973,2017-01-01 00:00:00,,,,,,,,,,,,
1974,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1975,2017-01-01 00:00:00,,,,,,,,,,,,
1976,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1977,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1978,2017-01-01 00:00:00,,,,,,,,,,,,
1979,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
1980,2017-01-01 00:00:00,,,,,,,,,,,,
1981,2017-01-01 00:00:00,,,,,,,,,,,,
1982,2017-01-01 00:00:00,,,,,,,,,,,,
1983,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1984,2017-01-01 00:00:00,,,,,,,,,,,,
1985,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1986,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1987,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1988,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
1989,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
1990,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
1991,2017-01-01 00:00:00,,,,,,,,,,,,
1992,2017-01-01 00:00:00,,,,,,,,,,,,
1993,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1994,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1995,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1996,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,,,,,,,
1997,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1998,2017-01-01 00:00:00,,,,,,,,,,,,
1999,2017-01-01 00:00:00,,,,,,,,,,,,
2000,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
2001,2017-01-01 00:00:00,,,,,,,,,,,,
2002,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",Unauthorised accessing of files or network by people outside your organisation,,,,
2003,2017-01-01 00:00:00,,,,,,,,,,,,
2004,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
2005,2017-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
2006,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
2007,2017-01-01 00:00:00,,,,,,,,,,,,
2008,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
2009,2017-01-01 00:00:00,,,,,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
2010,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
2011,2017-01-01 00:00:00,,,,,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
2012,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
2013,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,Any other types of cyber security breaches or attacks,,,
2014,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
2015,2017-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
2016,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
2017,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
2018,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
2019,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
2020,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
2021,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
2022,2017-01-01 00:00:00,,,,,,,,,,,,
2023,2017-01-01 00:00:00,,,,,,,,,,,,
2024,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,,,,,,
2025,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,Unauthorised accessing of files or network by people outside your organisation,,,,
2026,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
2027,2017-01-01 00:00:00,,,,,,,,,,,,
2028,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
2029,2017-01-01 00:00:00,,,,,,,,,,,,
2030,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
2031,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,People impersonating your organisation in emails or online,,,Unauthorised accessing of files or network by people outside your organisation,,,,
2032,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
2033,2017-01-01 00:00:00,,,,,,,,,,,,
2034,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
2035,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
2036,2017-01-01 00:00:00,,,,,,,,,,,,
2037,2017-01-01 00:00:00,,,,,,,,,,,,
2038,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
2039,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,,,,,,
2040,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
2041,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
2042,2017-01-01 00:00:00,,,,,,,,,,,,
2043,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
2044,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
2045,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
